0,1,4.0
0,2,4.0
0,3,4.0
0,4,4.0
0,5,4.0
1,1,4.0
1,2,3.0
1,3,3.0
1,4,3.0
1,5,3.0
2,1,3.0
2,2,3.0
2,3,3.0
2,4,3.0
2,5,3.0
3,1,3.0
3,2,2.0
3,3,2.0
3,4,2.0
3,5,2.0
4,1,3.0
4,2,3.0
4,3,3.0
4,4,3.0
4,5,3.0
5,1,3.0
5,2,2.0
5,3,2.0
5,4,2.0
5,5,2.0
6,1,2.0
6,2,2.0
6,3,2.0
6,4,2.0
6,5,2.0
7,1,3.0
7,2,3.0
7,3,3.0
7,4,3.0
7,5,3.0
8,1,3.0
8,2,2.0
8,3,2.0
8,4,2.0
8,5,2.0
9,1,2.0
9,2,2.0
9,3,2.0
9,4,2.0
9,5,2.0
10,1,2.0
10,2,2.0
10,3,2.0
10,4,2.0
10,5,2.0
11,1,4.0
11,2,4.0
11,3,4.0
11,4,4.0
11,5,4.0
12,1,3.0
12,2,3.0
12,3,3.0
12,4,3.0
12,5,3.0
13,1,4.0
13,2,3.0
13,3,3.0
13,4,3.0
13,5,3.0
14,1,3.0
14,2,2.0
14,3,2.0
14,4,2.0
14,5,2.0
15,1,3.0
15,2,3.0
15,3,3.0
15,4,3.0
15,5,3.0
16,1,2.0
16,2,2.0
16,3,2.0
16,4,2.0
16,5,2.0
17,1,3.0
17,2,2.0
17,3,2.0
17,4,2.0
17,5,2.0
18,1,3.0
18,2,3.0
18,3,3.0
18,4,3.0
18,5,3.0
19,1,2.0
19,2,2.0
19,3,2.0
19,4,2.0
19,5,2.0
20,1,3.0
20,2,2.0
20,3,2.0
20,4,2.0
20,5,2.0
21,1,2.0
21,2,2.0
21,3,2.0
21,4,2.0
21,5,2.0
22,1,4.0
22,2,4.0
22,3,4.0
22,4,4.0
22,5,4.0
23,1,3.0
23,2,3.0
23,3,3.0
23,4,3.0
23,5,3.0
24,1,3.0
24,2,3.0
24,3,3.0
24,4,3.0
24,5,3.0
25,1,2.0
25,2,2.0
25,3,2.0
25,4,2.0
25,5,2.0
26,1,4.0
26,2,3.0
26,3,3.0
26,4,3.0
26,5,3.0
27,1,3.0
27,2,2.0
27,3,2.0
27,4,2.0
27,5,2.0
28,1,3.0
28,2,2.0
28,3,2.0
28,4,2.0
28,5,2.0
29,1,3.0
29,2,3.0
29,3,3.0
29,4,3.0
29,5,3.0
30,1,2.0
30,2,2.0
30,3,2.0
30,4,2.0
30,5,2.0
31,1,2.0
31,2,2.0
31,3,2.0
31,4,2.0
31,5,2.0
32,1,3.0
32,2,2.0
32,3,2.0
32,4,2.0
32,5,2.0
33,1,4.0
33,2,4.0
33,3,4.0
33,4,4.0
33,5,4.0
34,1,3.0
34,2,3.0
34,3,3.0
34,4,3.0
34,5,3.0
35,1,3.0
35,2,3.0
35,3,3.0
35,4,3.0
35,5,3.0
36,1,2.0
36,2,2.0
36,3,2.0
36,4,2.0
36,5,2.0
37,1,3.0
37,2,3.0
37,3,3.0
37,4,3.0
37,5,3.0
38,1,2.0
38,2,2.0
38,3,2.0
38,4,2.0
38,5,2.0
39,1,2.0
39,2,2.0
39,3,2.0
39,4,2.0
39,5,2.0
40,1,4.0
40,2,3.0
40,3,3.0
40,4,3.0
40,5,3.0
41,1,3.0
41,2,2.0
41,3,2.0
41,4,2.0
41,5,2.0
42,1,3.0
42,2,2.0
42,3,2.0
42,4,2.0
42,5,2.0
43,1,3.0
43,2,2.0
43,3,2.0
43,4,2.0
43,5,2.0
